Buy/Sell,Instrument,CALL/PUT,Price in BTC,Price in $,Volatility,Amount BTC traded,Amount BTC 2,Theo profit,Mark Price,Prix actuel BTC,Date,Asset,Maturity,Strike,Type,Deribit_Instrument,Bid,Ask,is_active
sell,BTC-25APR25-90000-C,CALL,0.042,3522.83,0.522,0.1,0.1,0.0,0.0424,83876.91,"16 Mar 2025, 09:42:46",BTC,2025-04-25,90000.0,C,BTC-25APR25-90000-C,0.007,0.0075,True
buy,BTC-25APR25-50000-P,PUT,0.0019,159.46,0.8029999999999999,3.0,3.0,0.0004,0.002,83924.7,"16 Mar 2025, 09:41:55",BTC,2025-04-25,50000.0,P,BTC-25APR25-50000-P,0.0015,0.0017,True
buy,BTC-25APR25-50000-P,PUT,0.0019,159.46,0.8029999999999999,3.3,3.3,0.0005,0.002,83927.29,"16 Mar 2025, 09:41:43",BTC,2025-04-25,50000.0,P,BTC-25APR25-50000-P,0.0015,0.0017,True
sell,BTC-25APR25-50000-P,PUT,0.0019,159.46,0.8029999999999999,0.5,0.5,0.0001,0.002,83927.29,"16 Mar 2025, 09:41:43",BTC,2025-04-25,50000.0,P,BTC-25APR25-50000-P,0.0015,0.0017,True
buy,BTC-25APR25-50000-P,PUT,0.002,167.85,0.81,5.0,5.0,0.0002,0.002,83924.68,"16 Mar 2025, 09:41:23",BTC,2025-04-25,50000.0,P,BTC-25APR25-50000-P,0.0015,0.0017,True
buy,BTC-25APR25-90000-C,CALL,0.0425,3567.58,0.524,1.3,1.3,0.0002,0.0427,83943.1,"16 Mar 2025, 09:40:54",BTC,2025-04-25,90000.0,C,BTC-25APR25-90000-C,0.007,0.0075,True
sell,BTC-25APR25-108000-C,CALL,0.0075,629.95,0.5379999999999999,0.1,0.1,0.0,0.0079,83993.68,"16 Mar 2025, 09:28:30",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-118000-C,CALL,0.0033,277.18,0.569,0.1,0.1,0.0,0.0035,83992.51,"16 Mar 2025, 09:28:29",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-104000-C,CALL,0.012,1007.91,0.544,0.1,0.1,0.0001,0.0113,83992.51,"16 Mar 2025, 09:28:29",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-100000-P,PUT,0.195,16421.33,0.472,0.5,0.5,0.0023,0.1997,84211.97,"16 Mar 2025, 09:06:16",BTC,2025-04-25,100000.0,P,BTC-25APR25-100000-P,0.312,0.3175,True
sell,BTC-25APR25-60000-P,PUT,0.005,421.17,0.674,0.2,0.2,0.0,0.005,84233.41,"16 Mar 2025, 09:02:17",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
buy,BTC-25APR25-60000-P,PUT,0.005,421.17,0.674,0.1,0.1,0.0,0.005,84233.41,"16 Mar 2025, 09:02:17",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
sell,BTC-25APR25-70000-P,PUT,0.0145,1221.32,0.574,0.3,0.3,0.0001,0.0147,84229.26,"16 Mar 2025, 09:02:07",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
sell,BTC-25APR25-106000-C,CALL,0.0095,800.37,0.535,1.0,1.0,0.0001,0.0096,84249.78,"16 Mar 2025, 08:55:08",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
buy,BTC-25APR25-104000-C,CALL,0.012,1010.28,0.54,0.1,0.1,0.0,0.0116,84190.24,"16 Mar 2025, 08:27:41",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-108000-C,CALL,0.0075,631.43,0.534,0.1,0.1,0.0,0.008,84190.24,"16 Mar 2025, 08:27:41",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-85000-P,PUT,0.0725,6105.42,0.527,0.1,0.1,0.0,0.0726,84212.64,"16 Mar 2025, 08:17:59",BTC,2025-04-25,85000.0,P,BTC-25APR25-85000-P,0.13,0.135,True
sell,BTC-25APR25-118000-C,CALL,0.0034,286.48,0.568,0.1,0.1,0.0,0.0036,84259.97,"16 Mar 2025, 08:08:41",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-65000-P,PUT,0.008,674.39,0.612,0.1,0.1,0.0,0.0082,84298.48,"16 Mar 2025, 08:01:43",BTC,2025-04-25,65000.0,P,BTC-25APR25-65000-P,0.0115,0.0125,True
buy,BTC-25APR25-104000-C,CALL,0.012,1010.28,0.54,0.1,0.1,0.0,0.0119,84189.88,"16 Mar 2025, 07:32:12",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-94000-P,PUT,0.143,12037.82,0.529,0.1,0.1,0.0,0.1428,84180.54,"16 Mar 2025, 07:23:01",BTC,2025-04-25,94000.0,P,BTC-25APR25-94000-P,0.2355,0.241,True
buy,BTC-25APR25-118000-C,CALL,0.0035,294.15,0.574,0.1,0.1,0.0,0.0036,84041.52,"16 Mar 2025, 07:14:59",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-88000-C,CALL,0.0515,4328.24,0.527,7.7,7.7,0.0001,0.0515,84043.42,"16 Mar 2025, 07:09:56",BTC,2025-04-25,88000.0,C,BTC-25APR25-88000-C,0.0095,0.0105,True
sell,BTC-25APR25-135000-C,CALL,0.0012,100.86,0.637,0.2,0.2,0.0,0.0013,84052.34,"16 Mar 2025, 07:09:36",BTC,2025-04-25,135000.0,C,BTC-25APR25-135000-C,0.0001,0.0003,True
sell,BTC-25APR25-85000-C,CALL,0.0665,5593.23,0.528,0.9,0.9,0.0001,0.0667,84108.65,"16 Mar 2025, 07:09:09",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-108000-C,CALL,0.008,673.17,0.5429999999999999,0.1,0.1,0.0,0.0082,84146.09,"16 Mar 2025, 07:08:12",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-98000-C,CALL,0.0215,1810.94,0.534,0.9,0.9,0.0005,0.021,84229.62,"16 Mar 2025, 07:06:49",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
sell,BTC-25APR25-95000-C,CALL,0.0275,2317.61,0.523,0.1,0.1,0.0,0.0278,84276.71,"16 Mar 2025, 06:47:52",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
buy,BTC-25APR25-100000-C,CALL,0.0175,1474.84,0.532,0.1,0.1,0.0,0.0173,84276.71,"16 Mar 2025, 06:47:49",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
sell,BTC-25APR25-60000-P,PUT,0.0046,387.67,0.6609999999999999,0.1,0.1,0.0,0.0051,84276.19,"16 Mar 2025, 06:46:09",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
buy,BTC-25APR25-104000-C,CALL,0.012,1011.96,0.536,0.1,0.1,0.0,0.0119,84330.38,"16 Mar 2025, 06:29:43",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-108000-C,CALL,0.008,674.64,0.539,0.1,0.1,0.0,0.0083,84330.38,"16 Mar 2025, 06:29:43",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-118000-C,CALL,0.0035,295.23,0.569,0.1,0.1,0.0,0.0036,84352.25,"16 Mar 2025, 06:21:17",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-70000-C,CALL,0.1885,15908.31,0.5820000000000001,0.1,0.1,0.0,0.1881,84394.24,"16 Mar 2025, 05:36:39",BTC,2025-04-25,70000.0,C,BTC-25APR25-70000-C,0.1035,0.108,True
sell,BTC-25APR25-108000-C,CALL,0.008,675.26,0.5379999999999999,0.1,0.1,0.0,0.0084,84407.78,"16 Mar 2025, 05:29:10",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-104000-C,CALL,0.012,1012.89,0.535,0.1,0.1,0.0,0.0119,84407.78,"16 Mar 2025, 05:29:09",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-118000-C,CALL,0.0035,295.18,0.569,0.1,0.1,0.0,0.0036,84336.72,"16 Mar 2025, 05:11:10",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-104000-C,CALL,0.012,1012.49,0.535,0.1,0.1,0.0,0.012,84373.77,"16 Mar 2025, 04:39:56",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
buy,BTC-25APR25-70000-P,PUT,0.015,1265.61,0.583,0.1,0.1,0.0001,0.0144,84373.72,"16 Mar 2025, 04:39:50",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
sell,BTC-25APR25-118000-C,CALL,0.0035,295.24,0.569,0.1,0.1,0.0,0.0036,84355.33,"16 Mar 2025, 04:27:59",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-104000-C,CALL,0.012,1012.26,0.536,0.1,0.1,0.0,0.0118,84355.33,"16 Mar 2025, 04:27:59",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-108000-C,CALL,0.008,674.86,0.539,0.1,0.1,0.0,0.0083,84357.61,"16 Mar 2025, 04:27:59",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-170000-C,CALL,0.0005,42.2,0.799,0.4,0.4,0.0,0.0005,84390.44,"16 Mar 2025, 04:13:53",BTC,2025-04-25,170000.0,C,BTC-25APR25-170000-C,0.0,0.0002,True
buy,BTC-25APR25-170000-C,CALL,0.0005,42.2,0.799,0.1,0.1,0.0,0.0005,84390.44,"16 Mar 2025, 04:13:53",BTC,2025-04-25,170000.0,C,BTC-25APR25-170000-C,0.0,0.0002,True
sell,BTC-25APR25-60000-P,PUT,0.0046,387.8,0.6609999999999999,0.1,0.1,0.0,0.005,84303.84,"16 Mar 2025, 04:03:55",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
buy,BTC-25APR25-96000-C,CALL,0.025,2105.18,0.523,0.1,0.1,0.0,0.0251,84207.36,"16 Mar 2025, 03:41:27",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.025,2105.18,0.523,0.1,0.1,0.0,0.0251,84207.36,"16 Mar 2025, 03:41:27",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.025,2105.18,0.523,0.1,0.1,0.0,0.0251,84207.36,"16 Mar 2025, 03:41:27",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.025,2105.18,0.523,0.1,0.1,0.0,0.0251,84207.36,"16 Mar 2025, 03:41:27",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.025,2105.18,0.523,0.1,0.1,0.0,0.0251,84207.36,"16 Mar 2025, 03:41:27",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.025,2105.18,0.523,0.1,0.1,0.0,0.0251,84207.36,"16 Mar 2025, 03:41:27",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.025,2105.18,0.523,0.1,0.1,0.0,0.0251,84207.36,"16 Mar 2025, 03:41:27",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.025,2105.18,0.523,0.1,0.1,0.0,0.0251,84207.36,"16 Mar 2025, 03:41:27",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.025,2105.18,0.523,0.1,0.1,0.0,0.0251,84207.36,"16 Mar 2025, 03:41:27",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-140000-C,CALL,0.0011,92.57,0.667,1.4,1.4,0.0001,0.0012,84154.92,"16 Mar 2025, 03:36:10",BTC,2025-04-25,140000.0,C,BTC-25APR25-140000-C,0.0,0.0002,True
sell,BTC-25APR25-140000-C,CALL,0.0011,92.58,0.667,1.4,1.4,0.0001,0.0012,84161.45,"16 Mar 2025, 03:36:05",BTC,2025-04-25,140000.0,C,BTC-25APR25-140000-C,0.0,0.0002,True
buy,BTC-25APR25-120000-C,CALL,0.0031,260.9,0.581,0.1,0.1,0.0,0.0031,84159.69,"16 Mar 2025, 03:35:21",BTC,2025-04-25,120000.0,C,BTC-25APR25-120000-C,0.0002,0.0003,True
buy,BTC-25APR25-102000-C,CALL,0.0145,1219.73,0.537,0.1,0.1,0.0,0.0141,84119.45,"16 Mar 2025, 03:28:34",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-118000-C,CALL,0.0035,294.42,0.5720000000000001,0.1,0.1,0.0,0.0037,84119.45,"16 Mar 2025, 03:28:34",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-92000-C,CALL,0.036,3025.73,0.523,0.1,0.1,0.0,0.036,84047.98,"16 Mar 2025, 03:06:35",BTC,2025-04-25,92000.0,C,BTC-25APR25-92000-C,0.005,0.0055,True
buy,BTC-25APR25-108000-C,CALL,0.008,671.69,0.545,0.1,0.1,0.0,0.008,83961.01,"16 Mar 2025, 03:03:38",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-100000-C,CALL,0.017,1428.76,0.53,0.1,0.1,0.0,0.0169,84044.69,"16 Mar 2025, 02:52:54",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
buy,BTC-25APR25-98000-C,CALL,0.0205,1722.92,0.527,0.1,0.1,0.0,0.0204,84044.69,"16 Mar 2025, 02:52:54",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-102000-C,CALL,0.014,1176.64,0.532,0.1,0.1,0.0,0.0139,84045.68,"16 Mar 2025, 02:52:48",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-102000-C,CALL,0.014,1176.64,0.532,1.1,1.1,0.0002,0.0139,84045.68,"16 Mar 2025, 02:52:48",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-84000-P,PUT,0.067,5631.99,0.526,0.3,0.3,0.0001,0.0666,84059.59,"16 Mar 2025, 02:44:42",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-82000-P,PUT,0.0555,4667.22,0.53,1.4,1.4,0.0009,0.0548,84094.03,"16 Mar 2025, 02:42:09",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
sell,BTC-25APR25-82000-P,PUT,0.0555,4667.22,0.53,4.9,4.9,0.0033,0.0548,84094.03,"16 Mar 2025, 02:42:09",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
sell,BTC-25APR25-82000-P,PUT,0.0555,4667.22,0.53,0.7,0.7,0.0005,0.0548,84094.03,"16 Mar 2025, 02:42:09",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
buy,BTC-25APR25-82000-P,PUT,0.0555,4667.22,0.53,4.5,4.5,0.003,0.0548,84094.03,"16 Mar 2025, 02:42:09",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
buy,BTC-25APR25-82000-P,PUT,0.0555,4667.22,0.53,12.0,12.0,0.008,0.0548,84094.03,"16 Mar 2025, 02:42:09",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
buy,BTC-25APR25-82000-P,PUT,0.0555,4667.22,0.53,4.8,4.8,0.0032,0.0548,84094.03,"16 Mar 2025, 02:42:09",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
buy,BTC-25APR25-82000-P,PUT,0.0555,4667.22,0.53,6.6,6.6,0.0044,0.0548,84094.03,"16 Mar 2025, 02:42:09",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
buy,BTC-25APR25-82000-P,PUT,0.0555,4667.22,0.53,0.1,0.1,0.0001,0.0548,84094.03,"16 Mar 2025, 02:42:09",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
buy,BTC-25APR25-82000-P,PUT,0.055,4625.65,0.527,10.0,10.0,0.0034,0.0547,84102.78,"16 Mar 2025, 02:40:41",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
sell,BTC-25APR25-108000-C,CALL,0.0075,629.6,0.536,0.1,0.1,0.0001,0.0081,83946.43,"16 Mar 2025, 02:29:51",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-102000-C,CALL,0.0135,1131.94,0.529,0.9,0.9,0.0,0.0135,83847.75,"16 Mar 2025, 02:20:04",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-102000-C,CALL,0.0135,1132.18,0.529,1.0,1.0,0.0001,0.0136,83865.4,"16 Mar 2025, 02:16:42",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-102000-C,CALL,0.0135,1131.41,0.53,0.1,0.1,0.0,0.0135,83807.89,"16 Mar 2025, 02:11:20",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-118000-C,CALL,0.0034,284.97,0.573,0.1,0.1,0.0,0.0035,83816.1,"16 Mar 2025, 02:07:51",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-105000-C,CALL,0.0105,880.57,0.54,0.1,0.1,0.0,0.0104,83864.16,"16 Mar 2025, 02:00:11",BTC,2025-04-25,105000.0,C,BTC-25APR25-105000-C,0.0009,0.001,True
sell,BTC-25APR25-110000-C,CALL,0.0065,545.25,0.547,0.1,0.1,0.0,0.0066,83883.95,"16 Mar 2025, 01:59:29",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
sell,BTC-25APR25-180000-C,CALL,0.0004,33.61,0.8390000000000001,1.0,1.0,0.0,0.0004,84013.79,"16 Mar 2025, 01:43:03",BTC,2025-04-25,180000.0,C,BTC-25APR25-180000-C,0.0,0.0002,True
sell,BTC-25APR25-180000-C,CALL,0.0004,33.61,0.8390000000000001,1.0,1.0,0.0,0.0004,84020.61,"16 Mar 2025, 01:42:58",BTC,2025-04-25,180000.0,C,BTC-25APR25-180000-C,0.0,0.0002,True
sell,BTC-25APR25-180000-C,CALL,0.0004,33.61,0.8390000000000001,1.0,1.0,0.0,0.0004,84020.99,"16 Mar 2025, 01:42:54",BTC,2025-04-25,180000.0,C,BTC-25APR25-180000-C,0.0,0.0002,True
sell,BTC-25APR25-180000-C,CALL,0.0004,33.61,0.8390000000000001,1.0,1.0,0.0,0.0004,84020.75,"16 Mar 2025, 01:42:51",BTC,2025-04-25,180000.0,C,BTC-25APR25-180000-C,0.0,0.0002,True
sell,BTC-25APR25-180000-C,CALL,0.0004,33.61,0.8390000000000001,1.0,1.0,0.0,0.0004,84022.07,"16 Mar 2025, 01:42:47",BTC,2025-04-25,180000.0,C,BTC-25APR25-180000-C,0.0,0.0002,True
sell,BTC-25APR25-85000-C,CALL,0.0655,5505.87,0.519,0.1,0.1,0.0,0.0656,84059.09,"16 Mar 2025, 01:34:04",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
buy,BTC-25APR25-104000-C,CALL,0.012,1010.18,0.537,0.1,0.1,0.0001,0.0115,84181.68,"16 Mar 2025, 01:31:55",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-118000-C,CALL,0.0034,286.22,0.5670000000000001,0.1,0.1,0.0,0.0036,84181.68,"16 Mar 2025, 01:31:55",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-86000-C,CALL,0.0615,5179.91,0.521,0.5,0.5,0.0001,0.0613,84226.24,"16 Mar 2025, 01:07:18",BTC,2025-04-25,86000.0,C,BTC-25APR25-86000-C,0.0135,0.014,True
buy,BTC-25APR25-108000-C,CALL,0.008,673.95,0.539,0.1,0.1,0.0,0.008,84243.36,"16 Mar 2025, 01:07:00",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-104000-C,CALL,0.012,1011.47,0.535,0.1,0.1,0.0,0.0118,84289.24,"16 Mar 2025, 00:27:31",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
buy,BTC-25APR25-118000-C,CALL,0.0035,295.1,0.568,0.1,0.1,0.0,0.0036,84314.44,"16 Mar 2025, 00:11:45",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-108000-C,CALL,0.008,674.59,0.537,0.1,0.1,0.0,0.0082,84323.8,"16 Mar 2025, 00:06:32",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-108000-C,CALL,0.008,674.52,0.537,0.1,0.1,0.0,0.0083,84314.92,"15 Mar 2025, 23:27:25",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-118000-C,CALL,0.0035,295.1,0.5670000000000001,0.1,0.1,0.0,0.0036,84314.92,"15 Mar 2025, 23:27:25",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-104000-C,CALL,0.012,1011.78,0.534,0.1,0.1,0.0,0.0118,84314.92,"15 Mar 2025, 23:27:24",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-106000-C,CALL,0.0095,801.68,0.53,0.2,0.2,0.0001,0.01,84386.99,"15 Mar 2025, 22:59:56",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
buy,BTC-25APR25-86000-C,CALL,0.062,5229.66,0.521,0.4,0.4,0.0001,0.0617,84349.38,"15 Mar 2025, 22:40:49",BTC,2025-04-25,86000.0,C,BTC-25APR25-86000-C,0.0135,0.014,True
sell,BTC-25APR25-104000-C,CALL,0.0115,971.04,0.525,1.0,1.0,0.0005,0.012,84438.45,"15 Mar 2025, 22:34:22",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-102000-C,CALL,0.014,1182.13,0.523,1.0,1.0,0.0005,0.0145,84438.14,"15 Mar 2025, 22:33:49",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-118000-C,CALL,0.0034,286.91,0.563,0.1,0.1,0.0,0.0036,84386.59,"15 Mar 2025, 22:27:00",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-108000-C,CALL,0.008,675.09,0.536,0.1,0.1,0.0,0.0084,84386.59,"15 Mar 2025, 22:27:00",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-104000-C,CALL,0.0115,970.61,0.526,1.0,1.0,0.0005,0.012,84401.26,"15 Mar 2025, 22:23:17",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-102000-C,CALL,0.014,1181.65,0.523,1.0,1.0,0.0004,0.0144,84403.37,"15 Mar 2025, 22:22:14",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-104000-C,CALL,0.012,1012.88,0.532,0.1,0.1,0.0,0.012,84406.29,"15 Mar 2025, 22:20:30",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-102000-C,CALL,0.014,1181.86,0.523,1.0,1.0,0.0005,0.0145,84418.79,"15 Mar 2025, 22:18:50",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-86000-C,CALL,0.0625,5277.27,0.521,0.4,0.4,0.0001,0.0622,84436.25,"15 Mar 2025, 22:18:14",BTC,2025-04-25,86000.0,C,BTC-25APR25-86000-C,0.0135,0.014,True
buy,BTC-25APR25-84000-C,CALL,0.073,6161.83,0.52,0.1,0.1,0.0,0.0729,84408.59,"15 Mar 2025, 22:01:23",BTC,2025-04-25,84000.0,C,BTC-25APR25-84000-C,0.0185,0.0195,True
buy,BTC-25APR25-86000-C,CALL,0.062,5233.3,0.518,0.1,0.1,0.0,0.062,84408.14,"15 Mar 2025, 22:01:04",BTC,2025-04-25,86000.0,C,BTC-25APR25-86000-C,0.0135,0.014,True
buy,BTC-25APR25-84000-C,CALL,0.073,6161.88,0.52,0.1,0.1,0.0,0.0728,84409.31,"15 Mar 2025, 22:00:14",BTC,2025-04-25,84000.0,C,BTC-25APR25-84000-C,0.0185,0.0195,True
buy,BTC-25APR25-75000-P,PUT,0.025,2110.58,0.541,0.6,0.6,0.0,0.0249,84423.06,"15 Mar 2025, 21:53:39",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
buy,BTC-25APR25-75000-P,PUT,0.025,2110.39,0.541,0.8,0.8,0.0,0.025,84415.41,"15 Mar 2025, 21:51:14",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
buy,BTC-25APR25-75000-P,PUT,0.025,2110.39,0.541,0.6,0.6,0.0,0.025,84415.41,"15 Mar 2025, 21:51:14",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
buy,BTC-25APR25-110000-C,CALL,0.007,590.91,0.546,0.1,0.1,0.0,0.007,84415.83,"15 Mar 2025, 21:46:43",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
sell,BTC-25APR25-108000-C,CALL,0.008,675.0,0.536,0.1,0.1,0.0001,0.0085,84374.44,"15 Mar 2025, 21:29:59",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-104000-C,CALL,0.0125,1054.68,0.539,0.1,0.1,0.0,0.0121,84374.44,"15 Mar 2025, 21:29:58",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
